Frame,Result,H,S,C,I,Boost,SPHY,Accepted,Sig,TS
220,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,0.958,0.9858,0.9,0.0277,3.2793,92.2955,✅,1afcdc02afd795bc,2026-01-18T22:27:02.491005
217,111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9755,0.9659,0.9,0.0096,1.9468,91.3628,✅,e54ace46889309c6,2026-01-18T22:27:02.489400
221,111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111,0.9761,0.9506,0.9,0.0254,3.1991,92.2393,✅,32be63ca233126a1,2026-01-18T22:27:02.503327
222,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111,0.9643,0.9573,0.9,0.007,1.8258,91.278,✅,d4f13cc4cc3b56a5,2026-01-18T22:27:02.503893
223,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111,0.9636,0.9719,0.9,0.0083,1.918,91.3426,✅,ea721cab6ed83c2c,2026-01-18T22:27:02.503936
224,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111,0.9962,0.9812,0.9,0.015,2.4691,91.7284,✅,25372d82523a6446,2026-01-18T22:27:02.509012
225,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111,0.9705,0.9588,0.9,0.0117,2.22,91.554,✅,54ea134cd48525d0,2026-01-18T22:27:02.514386
228,000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000,0.9985,0.9756,0.9,0.0229,3.1517,92.2062,✅,d194f4dded30ddbd,2026-01-18T22:27:02.517672
227,111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.969,0.9625,0.9,0.0065,1.8356,91.2849,✅,e98a82e44be8c312,2026-01-18T22:27:02.515792
226,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000,0.9658,0.9642,0.9,0.0016,1.4431,91.0102,✅,896f55f31079d456,2026-01-18T22:27:02.515478
230,000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000,0.9658,0.9735,0.9,0.0077,1.9435,91.3605,✅,e0ecc675a7810138,2026-01-18T22:27:02.525838
231,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111,0.991,0.9858,0.9,0.0053,1.7577,91.2304,✅,e4570195b39ae7f5,2026-01-18T22:27:02.527185
229,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000,0.985,0.9758,0.9,0.0092,2.0657,91.446,✅,98b9296fa093fe17,2026-01-18T22:27:02.525824
232,111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111,0.9725,0.9532,0.9,0.0192,2.8934,92.0254,✅,95a60046f90c8ec0,2026-01-18T22:27:02.527466
233,111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111,0.9837,0.9548,0.9,0.0289,3.6727,92.5709,✅,fed82657bf849a52,2026-01-18T22:27:02.535326
235,111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9514,0.9509,0.9,0.0005,1.4185,90.993,✅,2b206fda81f66e23,2026-01-18T22:27:02.536354
236,111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.951,0.9969,0.9,0.0459,4.8642,93.4049,✅,1183c702abdbcae9,2026-01-18T22:27:02.538748
234,111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.968,0.999,0.9,0.031,3.7716,92.6401,✅,4665981724f3684c,2026-01-18T22:27:02.535844
237,111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9608,0.963,0.9,0.0022,1.5412,91.0788,✅,bb40e7cffbf7e89b,2026-01-18T22:27:02.546637
238,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111,0.9861,0.9776,0.9,0.0085,2.0578,91.4405,✅,df56568064dbe5fe,2026-01-18T22:27:02.547019
239,111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111,0.98,0.9889,0.9,0.0089,2.0712,91.4499,✅,9b87e35d78594ddf,2026-01-18T22:27:02.547372
240,000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000,0.9922,0.9969,0.9,0.0048,1.7226,91.2058,✅,caec7f8499a051a9,2026-01-18T22:27:02.549454
242,000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000,0.997,0.9622,0.9,0.0348,4.2518,92.9763,✅,76f8140890ada327,2026-01-18T22:27:02.557102
241,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000,0.9927,0.98,0.9,0.0127,2.4083,91.6858,✅,db6bfefd186cb464,2026-01-18T22:27:02.557028
243,000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000,0.9808,0.986,0.9,0.0051,1.7504,91.2253,✅,ea6a3db9ed310bd1,2026-01-18T22:27:02.559186
244,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000,0.9942,0.969,0.9,0.0252,3.4659,92.4261,✅,009ba8936f8e3c04,2026-01-18T22:27:02.561059
245,000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000,0.9837,0.9687,0.9,0.015,2.5966,91.8176,✅,ef0f43570a4ecbff,2026-01-18T22:27:02.565811
247,000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9899,0.987,0.9,0.003,1.5388,91.0772,✅,a44de3c4e98e9ce9,2026-01-18T22:27:02.568135
248,111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9715,0.9527,0.9,0.0188,2.9001,92.0301,✅,4535d4f3e682c259,2026-01-18T22:27:02.572660
246,000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.962,0.9796,0.9,0.0177,2.7712,91.9398,✅,1da443efad0c8ae8,2026-01-18T22:27:02.566665
249,000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000,0.9801,0.9967,0.9,0.0167,2.6899,91.8829,✅,41a73b24efc12f57,2026-01-18T22:27:02.576444
252,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110,0.9521,0.9533,0.9,0.0012,1.3675,90.9573,✅,8d1f8e19b000748a,2026-01-18T22:27:02.582889
253,000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.998,0.9826,0.9,0.0153,2.5951,91.8165,✅,5a4c5c5f0964c7be,2026-01-18T22:27:02.584959
251,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010,0.9794,0.9711,0.9,0.0083,1.982,91.3874,✅,22c1d7f2f47da19f,2026-01-18T22:27:02.582725
250,000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000,0.9613,0.9907,0.9,0.0294,3.7135,92.5995,✅,eaea14d6219cc184,2026-01-18T22:27:02.578591
254,000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,0.9639,0.958,0.9,0.0059,1.7529,91.227,✅,7ff5df7fbf5334e2,2026-01-18T22:27:02.594322
255,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000,0.9828,0.975,0.9,0.0078,1.9104,91.3373,✅,cfae117cc46c82fb,2026-01-18T22:27:02.596817
256,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101,0.9928,0.955,0.9,0.0379,4.5484,93.1839,✅,2d881e3df1b5e5cc,2026-01-18T22:27:02.597111
258,111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9778,0.9664,0.9,0.0114,2.2146,91.5502,✅,94251ddac7b35178,2026-01-18T22:27:02.605193
257,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111,0.9711,0.9948,0.9,0.0237,3.2568,92.2797,✅,d35f938cd0c5e94a,2026-01-18T22:27:02.600309
260,000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000,0.9704,0.9931,0.9,0.0227,3.1711,92.2198,✅,c6beaa5bb152c063,2026-01-18T22:27:02.608861
259,111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111,0.9718,0.9936,0.9,0.0219,3.102,92.1714,✅,69c32ae5839009bb,2026-01-18T22:27:02.607377
261,000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000,0.9669,0.974,0.9,0.0071,1.8042,91.263,✅,7fd89ae28ab2aac0,2026-01-18T22:27:02.615183
262,111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111,0.9951,0.9566,0.9,0.0385,4.6494,93.2546,✅,70cb8188cd42f0fe,2026-01-18T22:27:02.616429
263,111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111,0.9814,0.9534,0.9,0.028,3.6994,92.5896,✅,1744cfc3ea8780dc,2026-01-18T22:27:02.619089
264,000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000,0.9713,0.9888,0.9,0.0175,2.7221,91.9055,✅,fd3e814cd442dcba,2026-01-18T22:27:02.619610
265,111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111,0.9718,0.9637,0.9,0.0081,1.9045,91.3331,✅,d60884de0be3ed19,2026-01-18T22:27:02.627235
266,000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000,0.983,0.959,0.9,0.024,3.3609,92.3526,✅,228392edb4372bd9,2026-01-18T22:27:02.628618
267,111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111,0.9675,0.9636,0.9,0.004,1.5214,91.065,✅,01d22e72e8ffb4b2,2026-01-18T22:27:02.629606
268,111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111,0.9531,0.9605,0.9,0.0075,1.8416,91.2891,✅,046bb4e41cc5bae9,2026-01-18T22:27:02.631751
269,000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,0.9964,0.9967,0.9,0.0003,1.1554,90.8088,✅,59b12b47cd9c525e,2026-01-18T22:27:02.635324
271,111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111,0.977,0.9963,0.9,0.0193,2.9409,92.0586,✅,aa35e4c665fb3fc2,2026-01-18T22:27:02.642792
270,000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000,0.995,0.9816,0.9,0.0134,2.4235,91.6965,✅,34fe24aedd95ca87,2026-01-18T22:27:02.640481
272,001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9771,0.9979,0.9,0.0208,3.0937,92.1656,✅,5af381d5e7e5eb1c,2026-01-18T22:27:02.642985
273,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,0.9696,0.9961,0.9,0.0265,3.6119,92.5284,✅,bd1138d763ad1368,2026-01-18T22:27:02.649763
274,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000,0.9605,0.9632,0.9,0.0027,1.4322,91.0026,✅,8252f56303c35919,2026-01-18T22:27:02.651481
275,111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9857,0.9515,0.9,0.0342,4.4162,93.0913,✅,4fdc87e25c41ff0a,2026-01-18T22:27:02.651526
276,000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9998,0.9909,0.9,0.0089,2.0447,91.4313,✅,3e40e2773d1b1a30,2026-01-18T22:27:02.658421
277,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000,0.9711,0.9744,0.9,0.0032,1.5047,91.0533,✅,b6dd947c7c96339a,2026-01-18T22:27:02.660358
278,111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111,0.9778,0.9639,0.9,0.0139,2.553,91.7871,✅,e46b7e1dd98f1463,2026-01-18T22:27:02.662319
279,000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000,0.9841,0.9823,0.9,0.0018,1.384,90.9688,✅,cf2483381fa6bd04,2026-01-18T22:27:02.666568
281,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9513,0.9693,0.9,0.018,2.9354,92.0548,✅,c9ee5fb243bcb27f,2026-01-18T22:27:02.672225
280,000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000,0.9818,0.9689,0.9,0.0128,2.48,91.736,✅,a45d6501083f8310,2026-01-18T22:27:02.668484
282,000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000,0.9743,0.9724,0.9,0.0019,1.4307,91.0015,✅,7094155128e94ccb,2026-01-18T22:27:02.674612
283,111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9644,0.9993,0.9,0.0349,4.5438,93.1807,✅,98655b6110bbf73e,2026-01-18T22:27:02.677926
284,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000,0.958,0.9629,0.9,0.0049,1.7516,91.2261,✅,4781b3761c1439a7,2026-01-18T22:27:02.684741
285,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,0.9817,0.9758,0.9,0.0059,1.8661,91.3063,✅,f115b5f87d27b58f,2026-01-18T22:27:02.685591
286,111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111,0.9814,0.971,0.9,0.0104,2.3269,91.6288,✅,1111e6e4492f9c1c,2026-01-18T22:27:02.689719
287,111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9625,0.988,0.9,0.0255,3.7546,92.6282,✅,38c5ed6ff88e9580,2026-01-18T22:27:02.691275
288,111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9765,0.9698,0.9,0.0067,1.9808,91.3866,✅,8d722e9b854e6ed5,2026-01-18T22:27:02.695219
289,000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9775,0.9596,0.9,0.0179,3.1107,92.1775,✅,3f875137dddb3099,2026-01-18T22:27:02.698039
291,111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9696,0.9944,0.9,0.0248,3.7701,92.639,✅,d4bed36c41264142,2026-01-18T22:27:02.702629
290,111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111,0.9955,0.9879,0.9,0.0076,2.0856,91.4599,✅,f0e8c111e3dc796a,2026-01-18T22:27:02.702634
293,000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000,0.9586,0.9662,0.9,0.0076,2.1131,91.4792,✅,cb3b0d8e81b100fb,2026-01-18T22:27:02.709482
292,111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9656,0.9751,0.9,0.0095,2.2896,91.6027,✅,03cc4c72b0d49062,2026-01-18T22:27:02.707073
294,000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000,0.976,0.9746,0.9,0.0014,1.4891,91.0424,✅,b8f86bea14f919bd,2026-01-18T22:27:02.715109
295,000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9613,0.956,0.9,0.0053,1.9079,91.3355,✅,965ebd04d457298e,2026-01-18T22:27:02.715350
296,111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9567,0.9897,0.9,0.033,4.5894,93.2126,✅,0fd3aa349e6ae0b9,2026-01-18T22:27:02.719455
297,111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111,0.9827,0.9943,0.9,0.0116,2.533,91.7731,✅,98288b8e5be5a03d,2026-01-18T22:27:02.721653
299,111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111,0.9905,0.9651,0.9,0.0254,4.001,92.8007,✅,85b6ef7650e9f70d,2026-01-18T22:27:02.726766
298,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111,0.9878,0.9554,0.9,0.0325,4.6974,93.2882,✅,023b4e6916478d7c,2026-01-18T22:27:02.725869
300,000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000,0.9558,0.9932,0.9,0.0374,5.0559,93.5391,✅,75ee7cb6b114f1d4,2026-01-18T22:27:02.730139
303,000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9629,0.9628,0.9,0.0001,1.3666,90.9566,✅,328364463dc09b5e,2026-01-18T22:27:02.736411
301,111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111,0.967,0.9535,0.9,0.0135,2.7646,91.9352,✅,f274d7e65039b454,2026-01-18T22:27:02.735461
302,111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9678,0.986,0.9,0.0182,3.2149,92.2504,✅,b7b2264a22671329,2026-01-18T22:27:02.736135
304,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111,0.9688,0.9859,0.9,0.0171,3.114,92.1798,✅,04f3dc0b306e00e4,2026-01-18T22:27:02.743356
305,111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111,0.9693,0.9608,0.9,0.0085,2.2416,91.5691,✅,e12145df6cd883ac,2026-01-18T22:27:02.745906
307,000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000,0.9622,0.985,0.9,0.0227,3.6738,92.5716,✅,72ea70c43fdbf2dc,2026-01-18T22:27:02.750073
306,111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111,0.9573,0.9949,0.9,0.0376,5.1337,93.5936,✅,659f624b48a11e29,2026-01-18T22:27:02.747259
309,110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.953,0.956,0.9,0.003,1.6394,91.1476,✅,80c59c06650bc403,2026-01-18T22:27:02.756975
308,111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111,0.9871,0.985,0.9,0.0021,1.526,91.0682,✅,d745cd0d68e7e355,2026-01-18T22:27:02.754522
310,000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000,0.9541,0.9751,0.9,0.021,3.4841,92.4388,✅,d1457f7d955a8225,2026-01-18T22:27:02.760924
312,111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111,0.9774,0.9692,0.9,0.0081,2.1612,91.5128,✅,d0c73e960e6d7284,2026-01-18T22:27:02.766602
311,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010,0.9561,0.9589,0.9,0.0028,1.5943,91.116,✅,45f56bcaf5c104e4,2026-01-18T22:27:02.764990
313,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,0.9931,0.9856,0.9,0.0075,2.0873,91.4611,✅,b05c54d2cc967569,2026-01-18T22:27:02.767331
314,111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111,0.9505,0.9701,0.9,0.0196,3.3246,92.3272,✅,740525e2daeb2e61,2026-01-18T22:27:02.772577
315,000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9821,0.9762,0.9,0.0059,1.8869,91.3209,✅,a3b66100aecb1292,2026-01-18T22:27:02.776615
316,000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9572,0.9901,0.9,0.0328,4.6862,93.2804,✅,bfb502ee9be822a6,2026-01-18T22:27:02.777758
317,111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111,0.996,0.9807,0.9,0.0154,2.9365,92.0555,✅,198da528bb64d939,2026-01-18T22:27:02.780951
318,000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9934,0.9791,0.9,0.0143,2.8139,91.9697,✅,7620eb57a036e792,2026-01-18T22:27:02.783009
319,111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9681,0.9867,0.9,0.0186,3.2282,92.2597,✅,96a2bca95c68f559,2026-01-18T22:27:02.785674
320,000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,0.9961,0.9718,0.9,0.0243,3.9177,92.7424,✅,570cd0b5b5a6c702,2026-01-18T22:27:02.789682
322,000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9764,0.9688,0.9,0.0076,2.031,91.4217,✅,0c55695cfc2851d3,2026-01-18T22:27:02.792526
321,000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000,0.9806,0.9787,0.9,0.0019,1.3936,90.9755,✅,f695aacd36ae0900,2026-01-18T22:27:02.792434
323,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111,0.9947,0.9768,0.9,0.018,3.2121,92.2484,✅,ee32e3aff5431e48,2026-01-18T22:27:02.798741
324,111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111,0.9789,0.9564,0.9,0.0225,3.6973,92.5881,✅,6c3f798f2bed7a15,2026-01-18T22:27:02.800369
326,000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.961,0.9556,0.9,0.0055,1.7837,91.2486,✅,d7f4eefb4e568ef6,2026-01-18T22:27:02.805232
325,111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111,0.9503,0.9938,0.9,0.0435,5.7907,94.0535,✅,d80ccf7d5e79f772,2026-01-18T22:27:02.804965
328,000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9564,0.9618,0.9,0.0054,1.7655,91.2359,✅,8df632874f829203,2026-01-18T22:27:02.810860
327,000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000,0.9911,0.9994,0.9,0.0083,2.0847,91.4593,✅,068d20de3936b727,2026-01-18T22:27:02.810855
329,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101,0.9579,0.9878,0.9,0.0299,4.439,93.1073,✅,eaa67679bb85eb10,2026-01-18T22:27:02.816704
330,000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000,0.9726,0.9978,0.9,0.0252,3.9742,92.7819,✅,c192a2cbf76d4baf,2026-01-18T22:27:02.816808
331,000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9746,0.9506,0.9,0.0241,3.8984,92.7289,✅,a9e855888f5598dc,2026-01-18T22:27:02.818480
332,000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000,0.9576,0.9997,0.9,0.0421,5.7665,94.0365,✅,59337125771dd517,2026-01-18T22:27:02.822578
333,111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111,0.9665,0.9886,0.9,0.0221,3.6536,92.5575,✅,64d2c1e355544f26,2026-01-18T22:27:02.828831
335,000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000,0.9767,0.9798,0.9,0.0032,1.5259,91.0682,✅,74f8fbc84d4e0c72,2026-01-18T22:27:02.829706
334,000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9584,0.9989,0.9,0.0405,5.6393,93.9475,✅,6ceb5ae825b35fad,2026-01-18T22:27:02.829515
336,000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9747,0.9513,0.9,0.0233,3.8737,92.7116,✅,062f91c81d5ef678,2026-01-18T22:27:02.832304
337,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000,0.955,0.9842,0.9,0.0292,4.4604,93.1223,✅,732eaadda8074368,2026-01-18T22:27:02.839428
338,111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9872,0.9792,0.9,0.0079,2.1224,91.4857,✅,ee5bd026361c3f40,2026-01-18T22:27:02.840590
339,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110,0.9552,0.9956,0.9,0.0404,5.7121,93.9985,✅,26f1465f342a4292,2026-01-18T22:27:02.845731
340,111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9507,0.9729,0.9,0.0223,3.7362,92.6153,✅,52f955c069b855be,2026-01-18T22:27:02.847357
341,111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9836,0.9566,0.9,0.027,4.4028,93.082,✅,f07cf2098e1e985c,2026-01-18T22:27:02.849481
342,000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000,0.9547,0.9673,0.9,0.0126,2.687,91.8809,✅,db423d9afd578d78,2026-01-18T22:27:02.849495
346,000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000,0.9738,0.9695,0.9,0.0044,1.7849,91.2494,✅,d3d1bf64baf63fdf,2026-01-18T22:27:02.860111
343,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000,0.9919,0.9955,0.9,0.0035,1.6331,91.1431,✅,3f91001fc0745646,2026-01-18T22:27:02.859239
345,111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111,0.955,0.9812,0.9,0.0262,4.2722,92.9906,✅,d375d83bedfa5374,2026-01-18T22:27:02.859823
344,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000,0.9856,0.9866,0.9,0.0011,1.3515,90.9461,✅,67b4b5fe431a8d97,2026-01-18T22:27:02.858337
347,000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000,0.9586,0.9653,0.9,0.0067,2.0723,91.4506,✅,420d2412e74b32ef,2026-01-18T22:27:02.870063
348,111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111,0.9786,0.9812,0.9,0.0026,1.582,91.1074,✅,a4af8943e28ebc44,2026-01-18T22:27:02.871491
350,000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9587,0.96,0.9,0.0013,1.4708,91.0296,✅,e55e10e1030f7021,2026-01-18T22:27:02.873616
349,111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111,0.9568,0.9552,0.9,0.0016,1.4951,91.0466,✅,7b45c3b26710a213,2026-01-18T22:27:02.871264
351,111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111,0.9598,0.9937,0.9,0.0339,5.2768,93.6938,✅,c156e948a60b091a,2026-01-18T22:27:02.880926
352,000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9529,0.9908,0.9,0.0379,5.7225,94.0057,✅,e6bdc1ce73efc3c8,2026-01-18T22:27:02.883539
353,000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9597,0.9887,0.9,0.029,4.7571,93.33,✅,9f9bc15af9ed0cb8,2026-01-18T22:27:02.884453
354,000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000,0.9601,0.9666,0.9,0.0065,2.1298,91.4909,✅,01686c95015b5646,2026-01-18T22:27:02.884792
