Frame,Result,H,S,C,I,Boost,SPHY,Accepted,Sig,TS
13,111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9876,0.9526,0.9,0.035,1.2882,90.9017,✅,558057b8e0ec2de9,2026-01-18T22:22:08.908112
14,000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000,0.9574,0.9757,0.9,0.0183,1.2114,90.8479,✅,dc82e25aae39698a,2026-01-18T22:22:08.908812
16,111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9865,0.9596,0.9,0.0269,1.2792,90.8954,✅,5c49f11f2f54e35a,2026-01-18T22:22:08.911161
15,111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.982,0.9939,0.9,0.0119,1.1746,90.8223,✅,ab462022c84a8b11,2026-01-18T22:22:08.910757
17,000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,0.965,0.9843,0.9,0.0193,1.2265,90.8586,✅,4979889957f73f8a,2026-01-18T22:22:08.914848
18,000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000,0.9501,0.9971,0.9,0.047,1.3524,90.9467,✅,88f3a10bac64cc24,2026-01-18T22:22:08.915898
20,111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9942,0.9634,0.9,0.0308,1.3459,90.9421,✅,a577df0ea4b84f93,2026-01-18T22:22:08.918593
19,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000,0.999,0.9967,0.9,0.0023,1.1399,90.7979,✅,6429b8c7c2156b00,2026-01-18T22:22:08.918247
21,111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111,0.9666,0.99,0.9,0.0234,1.2853,90.8997,✅,39f0c26751da3d7f,2026-01-18T22:22:08.923169
22,111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9631,0.9974,0.9,0.0343,1.3586,90.951,✅,579d7c083f8a1d9b,2026-01-18T22:22:08.923205
23,111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111,0.9886,0.9546,0.9,0.034,1.4237,90.9966,✅,3378ca12e5ef2e42,2026-01-18T22:22:08.925510
24,001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99,0.9966,0.9,0.0066,1.2042,90.843,✅,ba394faadea853cc,2026-01-18T22:22:08.926130
25,000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9855,0.9875,0.9,0.0019,1.1871,90.831,✅,b310f3219dba292d,2026-01-18T22:22:08.928962
26,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111,0.9703,0.9924,0.9,0.0221,1.3487,90.9441,✅,26db8dfa6ed62521,2026-01-18T22:22:08.930112
28,000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000,0.9812,0.9715,0.9,0.0097,1.3011,90.9108,✅,5dbf38fc975e643c,2026-01-18T22:22:08.934341
27,111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9748,0.9549,0.9,0.0199,1.3879,90.9715,✅,8583ce0ef36db917,2026-01-18T22:22:08.933243
29,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000,0.9625,0.995,0.9,0.0326,1.4841,91.0389,✅,115c967b04703278,2026-01-18T22:22:08.937883
30,111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9565,0.9564,0.9,0.0001,1.2542,90.8779,✅,f1063e34d293008c,2026-01-18T22:22:08.939025
31,000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000,0.976,0.995,0.9,0.019,1.4039,90.9827,✅,b0491d291ea54033,2026-01-18T22:22:08.942614
32,111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111,0.9631,0.9727,0.9,0.0096,1.3513,90.9459,✅,b207551f741a31ca,2026-01-18T22:22:08.942652
33,000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000,0.9938,0.9742,0.9,0.0196,1.4702,91.0291,✅,1900f3584e03c7db,2026-01-18T22:22:08.946643
34,111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9613,0.9931,0.9,0.0319,1.583,91.1081,✅,de41520f2b9c2b10,2026-01-18T22:22:08.947909
35,111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111,0.974,0.9707,0.9,0.0034,1.3264,90.9285,✅,dfd47b3cf80742d9,2026-01-18T22:22:08.950579
36,111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9755,0.9602,0.9,0.0154,1.4843,91.039,✅,65cc13f035f74eea,2026-01-18T22:22:08.950863
37,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000,0.9912,0.9535,0.9,0.0377,1.7634,91.2344,✅,e9c1e02f66e8e976,2026-01-18T22:22:08.956175
38,000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,0.9826,0.9634,0.9,0.0192,1.556,91.0892,✅,c903f18d74d421fa,2026-01-18T22:22:08.956742
40,000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000,0.9985,0.9928,0.9,0.0057,1.3798,90.9659,✅,e27b738a8d559c44,2026-01-18T22:22:08.961088
39,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000,0.9693,0.9756,0.9,0.0063,1.3962,90.9774,✅,e8a6a1ebfc2adf84,2026-01-18T22:22:08.960391
41,111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9735,0.9608,0.9,0.0127,1.5147,91.0603,✅,338b6628c2d3170b,2026-01-18T22:22:08.964625
42,000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9827,0.9847,0.9,0.002,1.3538,90.9476,✅,4c26d77381e84a75,2026-01-18T22:22:08.965746
44,111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111,0.9949,0.9854,0.9,0.0095,1.4718,91.0303,✅,58c7a805900f9f23,2026-01-18T22:22:08.970773
43,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,0.98,0.9812,0.9,0.0012,1.3526,90.9469,✅,79aa9207403be983,2026-01-18T22:22:08.970515
45,000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,0.9963,0.9603,0.9,0.036,1.886,91.3202,✅,748c3d667262d40f,2026-01-18T22:22:08.973503
46,000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000,0.9635,0.9942,0.9,0.0307,1.7703,91.2392,✅,ccc2e64f2c1c94bf,2026-01-18T22:22:08.975504
47,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111,0.9516,0.9693,0.9,0.0177,1.618,91.1326,✅,61a746a241a17eb6,2026-01-18T22:22:08.978698
48,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100,0.9527,0.9922,0.9,0.0395,1.9138,91.3397,✅,1ba1657c17670b35,2026-01-18T22:22:08.980222
49,111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9578,0.9936,0.9,0.0358,1.8733,91.3113,✅,c81eca793ad3e050,2026-01-18T22:22:08.981037
50,111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9574,0.995,0.9,0.0376,1.9088,91.3361,✅,d5f7244f85c3ba5c,2026-01-18T22:22:08.984797
51,111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111,0.9595,0.9555,0.9,0.004,1.4332,91.0033,✅,e68c949564d8d6f2,2026-01-18T22:22:08.986705
53,000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,0.9937,0.9837,0.9,0.01,1.5004,91.0503,✅,3c97113a138ce213,2026-01-18T22:22:08.989580
52,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000,0.9966,0.9954,0.9,0.0012,1.3363,90.9354,✅,3d15941297906b6c,2026-01-18T22:22:08.989024
54,111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9664,0.9866,0.9,0.0203,1.6666,91.1666,✅,5c90808d8a466da1,2026-01-18T22:22:08.994544
56,000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9886,0.9608,0.9,0.0278,1.8389,91.2872,✅,4e326b18d30f11ff,2026-01-18T22:22:08.995700
55,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,0.9786,0.9877,0.9,0.0091,1.4713,91.0299,✅,ff6c9eae678e5c12,2026-01-18T22:22:08.994766
57,000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9731,0.9939,0.9,0.0208,1.6699,91.1689,✅,6e83eaac01ce94d5,2026-01-18T22:22:08.997436
58,111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9707,0.9845,0.9,0.0138,1.5472,91.0831,✅,12e3666c1d539b92,2026-01-18T22:22:09.002143
59,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000,0.9863,0.952,0.9,0.0343,1.9703,91.3792,✅,1490f9de2c93454e,2026-01-18T22:22:09.002504
60,010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9985,0.9804,0.9,0.0181,1.6359,91.1451,✅,dca653c8885739c4,2026-01-18T22:22:09.003492
61,111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111,0.9798,0.9718,0.9,0.0081,1.4347,91.0043,✅,7325ebd9c78fd51a,2026-01-18T22:22:09.006451
62,000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.991,0.9523,0.9,0.0387,2.0655,91.4459,✅,aaa34763ca438996,2026-01-18T22:22:09.009481
63,111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9699,0.9839,0.9,0.0139,1.5253,91.0677,✅,f1b30fc84ae7d2d9,2026-01-18T22:22:09.011637
64,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111,0.9977,0.9752,0.9,0.0224,1.7191,91.2033,✅,35cadb90771016c8,2026-01-18T22:22:09.012379
65,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111,0.9501,0.9993,0.9,0.0492,2.1987,91.5391,✅,31a4729062e5432b,2026-01-18T22:22:09.014127
66,000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000,0.9711,0.9564,0.9,0.0148,1.5567,91.0897,✅,7b7e54249e0ac1c6,2026-01-18T22:22:09.018738
67,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000,0.9952,0.9558,0.9,0.0393,2.097,91.4679,✅,0656a3b0ca4754af,2026-01-18T22:22:09.020263
68,111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9622,0.9708,0.9,0.0086,1.3946,90.9762,✅,f01af029058991b3,2026-01-18T22:22:09.021828
69,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111,0.9698,0.9807,0.9,0.0109,1.4324,91.0027,✅,fc85bd0bacc2c3e3,2026-01-18T22:22:09.023624
70,111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111,0.9751,0.9889,0.9,0.0138,1.4875,91.0412,✅,d21d95b4bc3b4991,2026-01-18T22:22:09.027449
71,111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111,0.9693,0.9971,0.9,0.0278,1.7978,91.2585,✅,f97794a0927f00ee,2026-01-18T22:22:09.028334
72,111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111,0.9998,0.9762,0.9,0.0236,1.7416,91.2192,✅,2e403513ff1b1791,2026-01-18T22:22:09.031017
73,111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111,0.9835,0.9598,0.9,0.0237,1.7526,91.2268,✅,558e59d5fb81847d,2026-01-18T22:22:09.031151
74,111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111,0.9901,0.9508,0.9,0.0393,2.1411,91.4988,✅,fddf9733cd25cc42,2026-01-18T22:22:09.036727
75,111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111,0.9582,0.9943,0.9,0.0361,2.0042,91.403,✅,3259541d200697c1,2026-01-18T22:22:09.036727
76,000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9708,0.9731,0.9,0.0023,1.2079,90.8455,✅,01edbd61edeb368f,2026-01-18T22:22:09.041074
77,000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000,0.9934,0.9577,0.9,0.0358,2.083,91.4581,✅,4996838baa3f3f3a,2026-01-18T22:22:09.041105
79,000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000,0.9989,0.978,0.9,0.0209,1.7059,91.1941,✅,62fbe77159e1f0de,2026-01-18T22:22:09.045587
78,000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.969,0.98,0.9,0.0109,1.4241,90.9969,✅,ccbc0763859105fd,2026-01-18T22:22:09.045517
81,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111,0.9944,0.9576,0.9,0.0368,2.1619,91.5133,✅,d2f4028914a7f4c4,2026-01-18T22:22:09.050960
83,000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000,0.982,0.9992,0.9,0.0172,1.6137,91.1296,✅,4e4ba67740050c03,2026-01-18T22:22:09.054511
82,000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000,0.9893,0.9682,0.9,0.021,1.7419,91.2194,✅,b6f122834bdd82ee,2026-01-18T22:22:09.053308
80,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,0.967,0.9613,0.9,0.0057,1.3112,90.9178,✅,b69cd73b8bee19ff,2026-01-18T22:22:09.049969
85,000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9992,0.9611,0.9,0.038,2.2678,91.5874,✅,ac353c9cae85b30e,2026-01-18T22:22:09.062014
84,110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9925,0.9957,0.9,0.0031,1.2285,90.86,✅,0c212bf96b2814c3,2026-01-18T22:22:09.060232
86,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000,0.9593,0.9638,0.9,0.0044,1.3105,90.9174,✅,c5686d4cb85c8f96,2026-01-18T22:22:09.062711
87,111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111,0.9772,0.9741,0.9,0.0031,1.2719,90.8903,✅,a4ed68aaa6894364,2026-01-18T22:22:09.063735
88,000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9872,0.9538,0.9,0.0334,2.1915,91.5341,✅,6d74aa1b905f7c08,2026-01-18T22:22:09.071574
91,111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9792,0.9705,0.9,0.0086,1.4872,91.041,✅,c1e02c87fc4d3ce5,2026-01-18T22:22:09.074871
90,111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111,0.9765,0.9743,0.9,0.0022,1.2735,90.8914,✅,999476d1b9c0c4d1,2026-01-18T22:22:09.073773
89,000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9937,0.9603,0.9,0.0334,2.2128,91.549,✅,b71ebe8adbbec7a9,2026-01-18T22:22:09.073054
92,111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9809,0.9857,0.9,0.0048,1.364,90.9548,✅,afe85e70e19ea44c,2026-01-18T22:22:09.080687
93,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000,0.98,0.9639,0.9,0.0161,1.7536,91.2275,✅,a8f91c0e25358869,2026-01-18T22:22:09.083678
95,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111,0.9787,0.9517,0.9,0.027,2.1369,91.4958,✅,77b281caaf1f6278,2026-01-18T22:22:09.084826
94,111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111,0.9626,0.9917,0.9,0.0292,2.1283,91.4898,✅,e520acf1b3e5e79e,2026-01-18T22:22:09.084328
96,111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111,0.97,0.9914,0.9,0.0214,1.9324,91.3527,✅,aff6c53fc61a5177,2026-01-18T22:22:09.090196
99,111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111,0.9849,0.9727,0.9,0.0122,1.7122,91.1986,✅,960f721494e0a5c3,2026-01-18T22:22:09.096241
97,111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9523,0.9856,0.9,0.0333,2.3092,91.6164,✅,5c86e56c9a77f3ca,2026-01-18T22:22:09.094726
98,111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111,0.9682,0.9971,0.9,0.0289,2.2003,91.5402,✅,2dbf103b65084ef7,2026-01-18T22:22:09.095821
100,111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9632,0.9578,0.9,0.0054,1.5062,91.0544,✅,d4acfacd793786dd,2026-01-18T22:22:09.099868
101,000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000,0.9645,0.96,0.9,0.0045,1.4838,91.0386,✅,b676e3996686e803,2026-01-18T22:22:09.103306
102,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101,0.9766,0.9599,0.9,0.0166,1.9091,91.3363,✅,1e53dd94d7662a51,2026-01-18T22:22:09.104257
103,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000,0.9705,0.97,0.9,0.0005,1.352,90.9464,✅,e4d8ad8d224b3aeb,2026-01-18T22:22:09.104793
104,111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9624,0.9711,0.9,0.0087,1.642,91.1494,✅,c615250609ad6a72,2026-01-18T22:22:09.109361
105,111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9664,0.9721,0.9,0.0057,1.5438,91.0807,✅,43fd281815f02cf1,2026-01-18T22:22:09.110807
106,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000,0.956,0.9779,0.9,0.022,2.1058,91.4741,✅,b0caaedda433ad23,2026-01-18T22:22:09.114332
107,000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9834,0.9693,0.9,0.0141,1.8679,91.3076,✅,fb225df0ddf418af,2026-01-18T22:22:09.114970
108,000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000,0.958,0.9682,0.9,0.0102,1.7262,91.2083,✅,ab764537d676df93,2026-01-18T22:22:09.119068
109,111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111,0.9835,0.9703,0.9,0.0132,1.8476,91.2933,✅,1c5a3954a8c15af3,2026-01-18T22:22:09.119461
110,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111,0.9824,0.9919,0.9,0.0094,1.6882,91.1818,✅,4fc818d0bf1b3092,2026-01-18T22:22:09.122668
111,111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9845,0.9981,0.9,0.0136,1.8421,91.2895,✅,1016930ec4e6082b,2026-01-18T22:22:09.125899
112,000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9674,0.9731,0.9,0.0057,1.5672,91.0971,✅,384b6194d8a50174,2026-01-18T22:22:09.126893
113,000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.951,0.9884,0.9,0.0374,2.6969,91.8878,✅,9383a42011c5770e,2026-01-18T22:22:09.128267
114,000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9737,0.956,0.9,0.0176,2.0414,91.429,✅,c1832b6340752955,2026-01-18T22:22:09.132239
115,111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111,0.9523,0.9876,0.9,0.0352,2.6394,91.8476,✅,b711e4c03b688a8a,2026-01-18T22:22:09.136073
116,111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111,0.9641,0.9819,0.9,0.0178,2.0168,91.4117,✅,f1caf62656e99995,2026-01-18T22:22:09.137278
117,000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9843,0.9642,0.9,0.0201,2.1407,91.4985,✅,0771edb831863b5d,2026-01-18T22:22:09.137954
118,000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9544,0.9968,0.9,0.0424,2.9149,92.0405,✅,88777b4dd2592232,2026-01-18T22:22:09.142199
119,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000,0.9526,0.9788,0.9,0.0262,2.3288,91.6302,✅,f7a26cdb1cf2ce0d,2026-01-18T22:22:09.143809
120,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111,0.9764,0.9583,0.9,0.0181,2.0566,91.4396,✅,95c0347228bfc2a0,2026-01-18T22:22:09.146933
121,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000,0.9833,0.9944,0.9,0.0112,1.7378,91.2164,✅,c24f9c53f4c3772b,2026-01-18T22:22:09.147135
122,111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9966,0.9541,0.9,0.0426,3.0591,92.1414,✅,144e4959882bfe53,2026-01-18T22:22:09.152479
123,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000,0.992,0.9999,0.9,0.0079,1.5855,91.1099,✅,8292d731f81f8b3b,2026-01-18T22:22:09.153097
124,111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111,0.9564,0.9653,0.9,0.0089,1.6464,91.1525,✅,25980c780cc6c66f,2026-01-18T22:22:09.157554
125,000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000,0.9723,0.9718,0.9,0.0005,1.2781,90.8947,✅,254d825c0b604a24,2026-01-18T22:22:09.157944
127,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000,0.9699,0.9549,0.9,0.015,1.8977,91.3284,✅,ebcadec61d1154e3,2026-01-18T22:22:09.161921
126,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111,0.9865,0.9561,0.9,0.0304,2.5621,91.7934,✅,f11a27552b368308,2026-01-18T22:22:09.161410
128,000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000,0.9599,0.953,0.9,0.0068,1.5416,91.0791,✅,42c5690519f2a739,2026-01-18T22:22:09.167401
129,111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111,0.9772,0.9881,0.9,0.0109,1.6837,91.1786,✅,5dac10c0b2c0e5df,2026-01-18T22:22:09.168423
130,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111,0.9567,0.9946,0.9,0.0379,2.7976,91.9583,✅,3cbf7a3817278a43,2026-01-18T22:22:09.172196
131,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,0.9748,0.9923,0.9,0.0175,1.9566,91.3696,✅,0ea69b1679b784df,2026-01-18T22:22:09.172369
132,000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9532,0.9625,0.9,0.0093,1.6111,91.1278,✅,43510d590610c9c9,2026-01-18T22:22:09.177562
133,000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000,0.9567,0.9871,0.9,0.0303,2.4987,91.7491,✅,c46d3e87b4e50e8a,2026-01-18T22:22:09.178124
134,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000,0.9975,0.9841,0.9,0.0134,1.7929,91.255,✅,0c38e6152bd69680,2026-01-18T22:22:09.181962
135,000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000,0.9634,0.9649,0.9,0.0015,1.2443,90.871,✅,6f3a4a55d0a1b7d6,2026-01-18T22:22:09.182598
136,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111,0.9534,0.9692,0.9,0.0159,1.8846,91.3192,✅,423ce626c8383811,2026-01-18T22:22:09.187409
